XPATH,Count
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:pointOfContact/che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,6564
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:pointOfContact/che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,5376
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:pointOfContact/che:CHE_CI_ResponsibleParty/gmd:positionName/gco:CharacterString,3154
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:pointOfContact/che:CHE_CI_ResponsibleParty/gmd:positionName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,3055
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:pointOfContact/che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,6568
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:purpose/gco:CharacterString,1519
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:purpose/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1407
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:country/gmd:Country,129
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:language/gmd:LanguageCode,13
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:legislationType/che:CHE_CI_LegislationCode,64
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:alternateTitle/gco:CharacterString,61
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:alternateTitle/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,59
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:date/gmd:CI_Date/gmd:date/gco:Date,100
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:date/gmd:CI_Date/gmd:dateType/gmd:CI_DateTypeCode,100
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:otherCitationDetails/gco:CharacterString,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:otherCitationDetails/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:series/gmd:CI_Series/gmd:name/gco:CharacterString,9
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:series/gmd:CI_Series/gmd:name/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,9
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:title/gco:CharacterString,100
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/che:legislationConstraints/che:CHE_MD_Legislation/che:title/gmd:CI_Citation/gmd:title/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,97
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:accessConstraints/gmd:MD_RestrictionCode,1390
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:otherConstraints/gco:CharacterString,2589
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:otherConstraints/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,2229
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:otherConstraints/gmx:Anchor,247
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:useConstraints/gmd:MD_RestrictionCode,2146
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:useLimitation/gco:CharacterString,939
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/che:CHE_MD_LegalConstraints/gmd:useLimitation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,923
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_Constraints/gmd:useLimitation/gco:CharacterString,1431
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_Constraints/gmd:useLimitation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1416
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:accessConstraints/gmd:MD_RestrictionCode,420
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:otherConstraints/gco:CharacterString,704
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:otherConstraints/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,254
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:otherConstraints/gmx:Anchor,32
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:useConstraints/gmd:MD_RestrictionCode,480
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:useLimitation/gco:CharacterString,466
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:useLimitation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,82
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_SecurityConstraints/gmd:classification/gmd:MD_ClassificationCode,387
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_SecurityConstraints/gmd:useLimitation/gco:CharacterString,348
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_SecurityConstraints/gmd:useLimitation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,345
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_SecurityConstraints/gmd:userNote/gco:CharacterString,7
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceConstraints/gmd:MD_SecurityConstraints/gmd:userNote/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,5
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceFormat/gmd:MD_Format/gmd:name/gco:CharacterString,1349
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceFormat/gmd:MD_Format/gmd:specification/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceFormat/gmd:MD_Format/gmd:version/gco:CharacterString,1349
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:appraisalOfArchivalValue/che:CHE_AppraisalOfArchivalValueCode,377
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:commentOnArchivalValue/gco:CharacterString,123
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:commentOnArchivalValue/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,121
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:commentOnDurationOfConservation/gco:CharacterString,50
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:commentOnDurationOfConservation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,47
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:durationOfConservation/gco:Integer,377
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:appraisal/che:CHE_MD_Appraisal_AAP/che:reasonForArchivingValue/che:CHE_ReasonForArchivingValueCode,361
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:archiveConcept/che:CHE_MD_ArchiveConcept/che:archiveConceptURL/che:LocalisedURL,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/che:historyConcept/che:CHE_MD_HistoryConcept/che:historyConceptURL/che:LocalisedURL,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/che:individualFirstName/gco:CharacterString,27
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/che:individualLastName/gco:CharacterString,29
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/che:organisationAcronym/gco:CharacterString,24
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/che:organisationAcronym/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,24
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:addressLine/gco:CharacterString,2
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:postBox/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:streetName/gco:CharacterString,24
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:streetNumber/gco:CharacterString,17
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:administrativeArea/gco:CharacterString,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:city/gco:CharacterString,28
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:country/gco:CharacterString,21
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,24
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,28
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:hoursOfService/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,30
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:linkage/gmd:URL,30
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:protocol/gco:CharacterString,30
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:phone/che:CHE_CI_Telephone/che:directNumber/gco:CharacterString,18
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:phone/che:CHE_CI_Telephone/gmd:facsimile/gco:CharacterString,5
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:phone/che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,28
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,32
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,32
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:positionName/gco:CharacterString,26
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:positionName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,26
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:contact/che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,32
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:dateOfNextUpdate/gco:Date,22
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:dateOfNextUpdate/gco:DateTime,13
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:maintenanceAndUpdateFrequency/gmd:MD_MaintenanceFrequencyCode,3448
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:maintenanceNote/gco:CharacterString,561
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:maintenanceNote/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,531
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:updateScope/gmd:MD_ScopeCode,29
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceMaintenance/che:CHE_MD_MaintenanceInformation/gmd:userDefinedMaintenanceFrequency/gts:TM_PeriodDuration,137
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:specificUsage/gco:CharacterString,47
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:specificUsage/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,43
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/che:individualLastName/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/che:organisationAcronym/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/che:organisationAcronym/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:addressLine/gco:CharacterString,40
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:postBox/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:streetName/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/che:streetNumber/gco:CharacterString,1
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:city/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:country/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:hoursOfService/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:linkage/gmd:URL,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:onlineResource/gmd:CI_OnlineResource/gmd:protocol/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:phone/che:CHE_CI_Telephone/gmd:facsimile/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:phone/che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userContactInfo/che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,41
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage/gmd:MD_Usage/gmd:userDeterminedLimitations/gco:CharacterString,4
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:spatialRepresentationType/gmd:MD_SpatialRepresentationTypeCode,4379
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:spatialResolution/gmd:MD_Resolution/gmd:distance/gco:Distance,555
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:spatialResolution/gmd:MD_Resolution/gmd:equivalentScale/gmd:MD_RepresentativeFraction/gmd:denominator/gco:Integer,1957
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,4664
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:supplementalInformation/gco:CharacterString,252
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:supplementalInformation/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,232
gmd:identificationInfo/che:CHE_MD_DataIdentification/gmd:topicCategory/gmd:MD_TopicCategoryCode,7000
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/che:inspireServiceType/che:CHE_SV_inspireServiceTypeCode,2
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:abstract/gco:CharacterString,56
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:abstract/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,55
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation/gmd:aggregateDataSetIdentifier/gmd:MD_Identifier/gmd:code/gco:CharacterString,3
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation/gmd:associationType/gmd:DS_AssociationTypeCode,3
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:ISBN/gco:CharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:ISSN/gco:CharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:alternateTitle/gco:CharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:alternateTitle/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:collectiveTitle/gco:CharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:collectiveTitle/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:date/gmd:CI_Date/gmd:date/gco:Date,55
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:date/gmd:CI_Date/gmd:date/gco:DateTime,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:date/gmd:CI_Date/gmd:dateType/gmd:CI_DateTypeCode,56
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:identifier/gmd:MD_Identifier/gmd:code/gco:CharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:otherCitationDetails/gco:CharacterString,2
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:otherCitationDetails/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1
gmd:identificationInfo/che:CHE_SV_ServiceIdentification/gmd:citation/gmd:CI_Citation/gmd:title/gco:CharacterString,56
